size,type,weight,dist_f_ch,dist_ch_s,time_sec,bench_free,priority
small,gold,15.958033430874849,51,5,10948,1,2
small,gold,14.907301223344252,9,27,16721,5,2
small,iron,15.61627448404591,30,30,2721,0,1
big,iron,19.211781627371487,5,19,11961,5,3
big,iron,8.826999229291832,12,22,7907,3,3
small,gold,8.103435232957843,51,19,6076,3,1
big,iron,14.747998896936975,20,18,7680,0,3
small,gold,7.190835030674625,21,11,8111,1,3
big,gold,14.651958093721499,55,9,8329,4,2
big,gold,19.34028492914205,15,8,14072,3,4
small,gold,11.876803488935026,12,6,17664,0,5
big,gold,8.22060722621478,0,19,9480,3,5
small,iron,19.92312117559531,48,21,11271,8,1
small,gold,10.743907606086056,12,26,2441,1,3
big,iron,6.7080605053035205,26,28,8421,4,1
small,gold,11.24177095212401,2,24,13293,5,3
big,iron,6.3149110681146405,31,24,15920,5,4
big,gold,6.247970986713314,42,25,1869,1,5
big,gold,5.712732762551879,19,17,10690,5,5
big,iron,11.813199533584124,4,13,19749,5,5
small,iron,11.88510364266779,13,15,8453,2,2
small,gold,16.001359361629518,45,20,6413,4,3
small,iron,13.162320864625393,53,20,14094,5,1
small,gold,17.902420247292785,41,19,3166,0,2
big,iron,18.093433331673392,56,27,12231,1,1
big,iron,7.563802914695158,2,6,11919,3,5
big,iron,5.619035684847254,47,21,7725,7,2
small,gold,15.594933880844204,60,18,15113,3,1
big,iron,5.149728566313216,53,5,5399,2,1
big,iron,10.908138801833394,59,4,14370,9,1
big,iron,5.810032378803203,31,4,10754,3,5
big,gold,11.883135400244399,57,23,5350,3,2
small,gold,11.745214714054093,26,29,19581,5,4
small,gold,17.6862322734211,14,28,10804,0,4
big,iron,14.683985571278235,52,4,14229,7,1
big,iron,11.037591629479605,40,27,13841,5,1
big,iron,12.640269976451435,41,20,18288,3,2
big,iron,13.236966799529746,27,12,16285,3,4
big,gold,8.392358028581317,60,9,3687,2,1
small,gold,16.63097131835955,20,20,9685,1,3
small,iron,12.008044259085903,37,8,13696,3,3
small,iron,14.567662516116284,25,24,159,5,1
big,gold,5.477715478422304,20,9,5540,2,4
big,gold,6.663194388355807,42,21,8449,0,5
big,gold,13.84328546872181,8,29,3636,2,5
big,iron,16.16352138379068,6,4,12292,0,5
big,iron,9.811980413104564,39,8,6024,5,2
small,gold,19.18593016194178,27,18,2816,3,1
small,iron,17.739550010995142,8,19,9693,1,3
small,iron,12.867348598047121,57,17,18517,3,2
small,gold,14.598499899310355,57,8,3021,3,1
big,iron,13.897504580007249,37,25,3573,3,2
small,gold,9.584882327385563,22,12,2263,3,2
small,gold,5.939265540568439,55,25,3050,5,2
big,iron,17.068538080039826,12,28,8578,5,1
small,iron,11.908360107215042,1,21,22,1,4
big,gold,17.62784317968021,37,25,2551,1,1
small,gold,10.61804613067823,34,8,4999,5,2
big,iron,5.214264516012485,17,11,2,3,2
big,gold,6.903751234522729,42,19,16720,0,5
small,iron,7.358463041357464,14,15,6045,3,3
big,gold,15.964632580357742,20,27,14388,0,5
small,iron,5.4810362603059914,8,29,13525,0,5
small,iron,17.289850116604118,7,8,3002,1,3
small,gold,15.360150811459667,6,29,2877,2,3
small,iron,9.850090521216208,5,27,18672,0,5
big,iron,12.829534318292346,12,11,9856,5,2
big,iron,18.982584326461165,32,6,12799,2,4
small,gold,6.04613975729259,23,14,13965,3,5
big,gold,10.450263821488804,11,30,10123,5,2
small,iron,10.86503065904272,7,4,13017,5,4
small,iron,19.447496366416047,3,30,2508,4,2
big,iron,19.628408431542802,38,10,18139,2,3
small,gold,17.620341313091995,50,30,17789,4,2
big,iron,10.72994973770843,14,18,15238,10,1
big,gold,18.340981259427984,49,13,12010,0,5
small,iron,12.260981108233489,43,21,8572,5,2
small,iron,14.660855444284268,45,27,2751,5,1
small,iron,18.918506688631524,17,12,7126,5,1
small,iron,8.721153207354527,33,13,9646,2,4
small,iron,17.91169496810116,34,22,15548,1,2
big,gold,10.988689624675306,31,6,741,4,3
big,iron,18.068555409426693,45,22,8667,3,3
big,gold,13.226308465305033,33,15,1524,7,2
small,iron,8.709587565661055,35,11,12520,2,3
small,iron,16.48284890964298,47,25,3723,1,1
small,iron,6.727267971673086,15,20,10014,5,3
big,gold,7.150520594506164,40,4,8522,3,4
small,iron,7.222497440221864,41,29,10585,5,1
big,iron,17.60501968949553,8,15,16357,10,3
small,iron,18.068779883186647,43,4,3664,2,2
big,gold,13.589087290738242,21,20,13429,1,5
big,gold,9.19061316344227,42,13,7428,9,4
big,gold,10.913130520622042,41,26,13689,4,3
small,gold,7.754054837400365,16,22,6036,3,4
big,gold,5.057217379786659,33,10,1515,5,4
small,gold,17.594534423811517,31,27,6537,1,2
small,iron,7.919461093618994,56,6,3975,2,4
small,iron,6.186410784281052,10,13,10482,0,3
small,gold,6.977100939599681,16,9,8876,2,5
small,gold,18.89091849237114,24,10,17499,2,4
big,gold,10.448436203467935,44,20,18767,2,5
small,iron,14.721317880479274,14,25,3426,1,1
small,iron,5.46929469645975,43,20,12542,4,1
small,iron,12.936741623722737,9,4,2769,2,4
big,gold,16.20005529091353,46,13,4200,4,3
small,gold,5.983782384768807,46,19,4835,5,1
small,iron,9.483911249119929,39,17,113,2,2
big,gold,9.83028476690459,59,17,9129,5,2
big,gold,18.309302629867947,54,14,1300,1,1
big,iron,14.977408610397388,41,7,7341,5,3
big,gold,17.980435321414213,47,6,3529,5,4
small,iron,10.633134191766608,39,4,19804,4,3
small,iron,13.866951395237908,49,6,12581,5,2
big,gold,12.766137799130224,49,24,1333,4,2
big,iron,9.141553435452753,27,17,2875,3,4
big,gold,11.336300703956846,8,26,17353,4,5
big,gold,8.674621881312811,4,29,833,10,1
small,iron,5.242933456286687,17,4,11327,3,5
big,gold,19.522537046328573,33,15,11494,4,2
big,gold,19.371132019286804,17,12,14191,0,4
big,gold,17.36320747472562,29,18,3550,10,1
small,iron,7.618526043682527,12,22,19817,4,4
big,gold,5.302479070398272,56,25,4477,0,1
big,iron,7.939308191548023,26,17,1926,1,4
small,iron,18.073440127151073,41,18,19316,1,2
small,gold,7.297909777218693,33,4,15626,1,5
small,iron,8.502784861978489,48,5,16283,5,4
big,iron,15.368847253525711,34,13,18020,2,4
small,gold,12.161488554615959,42,14,16704,2,5
big,iron,14.810067595354655,51,16,19511,4,3
small,gold,13.445930865934349,38,4,634,4,4
small,gold,13.587125699032036,38,10,5313,9,1
big,iron,18.09099277804656,55,28,19414,4,1
big,gold,8.266329203403258,43,5,9959,1,5
big,iron,7.088179411435403,4,30,9623,6,2
small,gold,11.073451289185911,48,23,9326,5,2
small,iron,13.019256258762923,53,10,1747,2,1
small,iron,12.356451904498142,36,25,10943,5,1
small,iron,13.097767724289012,49,18,6293,2,1
small,gold,12.292708647381351,5,17,6191,0,5
small,gold,12.768083940544287,60,6,2036,4,1
small,iron,18.97879410595951,52,20,15501,5,1
small,iron,5.748227315068203,8,9,6547,0,5
small,gold,19.124772829763472,40,12,10263,4,2
big,iron,13.80819765078144,51,6,2552,2,4
big,iron,5.717472071910578,44,24,1836,0,2
small,gold,5.801855627831476,14,4,5001,3,4
small,iron,13.572776180095262,14,20,3510,0,3
big,iron,15.336144715462183,3,21,1353,4,2
small,iron,12.80421358649599,33,16,12677,0,2
big,iron,11.73296123095449,15,15,5125,2,3
big,gold,9.155829800570775,34,13,11653,0,5
big,gold,14.098758862003562,9,22,6814,2,5
small,gold,18.4638416207266,25,23,15059,5,3
big,iron,11.336199826101502,17,30,18284,3,4
big,iron,15.435385308500628,8,4,19112,3,5
big,iron,5.260571929636024,55,28,3782,0,2
small,iron,11.748998580992524,6,16,13032,3,4
small,gold,16.42580777237935,40,4,16560,2,5
small,iron,17.628653847300072,26,29,13369,3,1
small,gold,13.055986001205092,34,15,16355,1,3
big,gold,13.497717638775002,16,21,3840,5,2
small,gold,7.076574324264078,53,29,11221,7,1
small,iron,9.432338590997292,21,21,337,1,3
small,iron,15.010968789463032,54,29,8752,0,1
small,iron,16.50296634308132,23,11,2210,3,2
small,gold,6.228739115040684,58,23,8019,2,1
big,gold,19.414165357232847,44,6,13712,4,3
big,gold,19.303508709510446,53,10,18209,3,2
big,gold,7.8139492801958745,7,9,3849,3,5
small,iron,5.678056102473307,49,15,19076,5,1
big,iron,10.115560190995764,43,6,1924,3,2
small,iron,19.380428729381503,1,11,14022,4,3
small,iron,11.645187181329739,3,5,18255,2,5
small,gold,9.705390172548174,33,10,17276,5,2
small,gold,18.420295876122037,38,5,7435,2,4
small,iron,7.0140804989474255,23,10,15682,4,2
small,iron,19.116358073473297,56,27,13461,10,1
big,gold,17.13497143630654,3,22,14287,2,5
small,iron,10.753669006693423,21,5,15213,0,5
small,iron,16.810556840558007,5,23,4823,2,3
small,iron,16.341756540712787,60,29,7621,1,1
small,iron,13.69794871057192,26,19,8289,0,3
big,iron,16.72170568908143,1,12,12561,3,5
small,gold,12.501418821208361,57,29,4978,1,2
big,gold,17.636204042841182,44,29,2667,0,2
big,gold,16.899285766873202,27,24,15067,0,5
small,iron,18.59495347564552,36,15,7336,1,2
small,iron,16.96302426643846,47,15,6023,2,3
small,gold,18.814194606130105,15,11,19919,5,4
big,gold,7.6726002601433265,12,26,14074,4,5
small,iron,9.159681142704967,51,27,14072,4,1
big,gold,11.787012910420737,14,10,6615,4,5
small,iron,8.64226760035592,40,15,2594,4,1
small,iron,18.450544720996415,51,15,1249,1,1
big,gold,7.696474441043415,3,25,15477,0,5
small,gold,11.88334618981898,17,5,17843,3,5
big,gold,12.824539528858445,2,14,16888,0,5
big,gold,18.095818781465383,39,28,8298,1,2
small,iron,8.88715798587473,11,18,7611,4,4
small,iron,19.543996191854546,0,11,4601,3,3
small,gold,9.379346255103696,49,29,17436,7,2
big,gold,7.444880255773658,1,6,10705,3,5
small,gold,8.80373304734506,34,16,2302,3,2
big,gold,18.21617711414723,28,24,2659,1,4
big,gold,7.286179009435444,18,14,1139,1,5
small,iron,5.478809580800201,35,29,224,1,3
small,gold,9.373868066441839,36,26,14112,4,4
small,iron,13.16828605811671,4,26,485,5,1
big,gold,10.349779078498036,5,17,14708,0,5
big,gold,7.410742626913595,48,12,19814,3,5
small,gold,10.462785907490154,10,23,16630,2,5
big,gold,15.388562081335307,3,30,15916,3,4
big,gold,11.541561017083946,11,19,15674,1,5
small,iron,13.590846230058634,40,11,16897,0,3
big,iron,19.20578555803914,11,29,1355,2,2
big,gold,16.223587502941374,41,10,9839,1,4
big,iron,17.05748213526389,57,7,6542,0,2
small,gold,9.320189582447682,26,9,10621,2,5
small,iron,12.670779585535042,59,9,7583,4,1
big,iron,10.16897901192658,28,4,3683,5,3
big,gold,12.267912870811504,54,11,12167,7,3
big,iron,6.678137711614667,0,19,9960,1,5
small,iron,12.777065320606232,43,28,4241,2,2
small,gold,12.88722515656417,32,23,11602,1,4
big,gold,13.624659023954727,52,23,2981,2,2
small,gold,8.519148149360872,18,20,16452,10,2
big,iron,8.321773697127192,53,26,12088,3,1
small,iron,10.515872190315903,13,18,17068,2,3
small,gold,13.065479175840295,28,25,9427,2,3
big,iron,10.051650748227864,6,21,16385,1,5
small,gold,15.592103478313671,11,7,4826,4,4
small,iron,13.776846971702824,37,27,19061,3,1
big,iron,6.692733973680685,21,21,19572,5,4
small,gold,8.358503813737245,52,12,18098,2,5
big,iron,14.069124659545375,56,25,14943,1,3
big,iron,12.97930165493174,7,16,5551,5,4
small,iron,10.087954311396516,48,4,12535,1,3
small,gold,7.578240385054734,44,28,3935,0,5
big,gold,18.806477715526583,39,16,7423,3,1
small,iron,11.741590213338272,29,11,7509,4,2
small,iron,8.188189242177316,39,16,2913,1,1
big,gold,15.813428437715249,0,5,1673,1,4
small,iron,8.83880252840868,14,28,4417,1,2
big,gold,8.984593735470327,29,12,16610,4,5
small,gold,17.405838669529395,51,14,11010,5,2
big,gold,18.61772189372181,51,21,9309,5,1
big,iron,12.021288754588419,33,17,18730,2,4
small,iron,14.48434529669313,58,5,2402,5,1
small,gold,10.415089820624244,56,15,2842,1,1
big,gold,14.50436988838528,28,9,9109,9,1
big,gold,15.920230569269165,4,12,13895,5,3
big,iron,15.815126992336737,27,15,11033,4,2
big,gold,5.610571164077255,42,6,17240,5,4
small,iron,6.4791743729074005,20,14,7229,0,4
small,gold,15.619377680155651,55,9,13895,3,1
big,gold,12.977583199112196,23,28,6301,0,4
big,iron,19.14993963437787,50,15,5154,3,1
small,gold,6.5534118853132135,29,18,8849,2,5
small,iron,19.845123014421645,26,5,11690,5,3
small,gold,7.002939951937926,4,27,5002,2,4
small,iron,5.471533935062779,17,7,19167,4,5
big,iron,18.484861910650874,39,14,7533,1,4
small,gold,12.560643997414237,28,21,9862,0,4
small,gold,9.300246491455622,21,19,14114,4,5
small,iron,13.577017402437901,6,19,6337,1,5
big,iron,10.662929936540802,40,19,18068,4,4
small,iron,19.829205468053754,36,13,15194,2,2
small,gold,16.60975525896897,38,8,1057,5,1
big,gold,14.83909338987455,6,30,7990,2,5
small,iron,9.831396423276834,54,4,19403,2,4
small,gold,5.387666490394992,12,9,15227,4,4
small,gold,16.960511670793796,17,11,8447,4,3
small,iron,5.717078618655707,13,11,19145,0,5
small,gold,6.69703049674604,57,5,16886,4,3
big,gold,13.83494244407656,30,22,10223,2,3
big,iron,16.353837143437836,40,24,13185,5,1
big,gold,11.13416590935176,43,9,14218,3,5
big,gold,13.835765050448426,37,26,16473,4,4
small,gold,19.60467127307071,44,12,3221,2,3
big,gold,9.21938603373206,33,13,3099,1,5
small,gold,5.65957062324599,38,16,7476,4,2
small,gold,8.328104708587713,12,8,2510,0,4
big,iron,11.69706800942278,26,25,4194,3,3
small,gold,16.66046115946107,0,8,941,5,2
big,gold,11.288813352244063,31,26,18638,5,2
small,iron,13.833717330940264,34,17,4353,4,1
small,gold,13.487128821618459,31,10,5242,2,3
small,iron,12.317416419127516,55,15,12905,4,1
small,iron,7.385249763457413,30,25,6814,0,3
small,iron,6.020301502878966,51,29,10060,4,1
big,gold,8.04460834638003,32,13,299,1,5
small,gold,9.05295857026849,4,28,13310,4,4
small,iron,7.813513308402531,2,18,18878,2,5
small,iron,7.886796067265209,18,29,19451,4,3
big,gold,14.125871458557812,47,17,18359,3,5
big,iron,11.817548056671294,29,21,3223,5,4
big,iron,8.753093982974631,22,23,4736,4,3
small,gold,8.536903802490144,29,26,4434,5,1
small,iron,7.1485264764470084,57,16,16043,0,1
small,gold,15.377035931937124,11,25,4494,4,3
big,gold,12.139032157743411,36,9,14111,2,4
small,iron,14.968187101633939,41,12,14485,0,4
big,iron,10.676983490201339,50,4,18837,0,5
big,gold,6.275134274056012,29,20,630,0,4
small,gold,17.34554733872633,57,17,2493,4,1
big,iron,5.623689759848814,52,17,6737,2,1
big,iron,10.512289565178369,6,16,14706,4,4
small,gold,13.776974311966601,15,19,10981,5,3
big,iron,14.967426741116764,15,20,6415,0,4
big,iron,12.226250909731455,55,15,271,5,1
big,iron,16.983560179171207,7,27,424,1,2
big,iron,12.193817986948174,50,10,18641,2,4
big,gold,17.53727091039541,59,17,19985,5,2
small,gold,8.702846652692248,25,25,19233,1,5
big,iron,12.088056248890348,8,22,14720,5,3
small,iron,5.464056622456497,49,8,16431,3,3
small,gold,13.672414223299718,26,21,10139,0,4
big,iron,11.038351176904756,38,11,9424,9,1
small,gold,15.217825187389357,18,17,19315,0,5
small,iron,16.135005111941993,27,26,11695,3,1
big,gold,11.495146573493944,23,15,15362,5,3
small,iron,14.12646783569149,31,28,507,0,1
big,gold,15.980480916330809,0,19,3942,3,2
big,gold,17.5516784342417,33,29,16098,2,2
small,gold,6.576916330966055,17,21,9146,0,4
small,iron,13.218647211196783,13,29,253,3,1
small,gold,18.872352604472347,56,11,12325,0,2
big,iron,9.26044971683413,9,7,12576,3,5
big,iron,14.429146991505954,50,30,5674,1,3
big,gold,9.234726823860633,47,18,1790,4,5
big,gold,17.057702280996114,23,28,8229,5,2
big,iron,16.150540874598775,5,8,15835,5,2
big,gold,19.242636117254886,40,27,150,5,1
big,iron,15.48437814530192,42,17,10592,0,2
small,iron,12.336800952946517,12,6,11077,5,2
big,iron,13.116750883154733,53,23,3142,2,2
big,gold,16.691223680267058,19,18,9133,0,4
small,gold,16.06826748458964,26,30,1341,2,3
small,gold,6.767151228942685,57,21,7080,2,2
big,gold,9.486929569159514,47,30,4912,1,4
big,iron,15.23737989635122,26,28,10024,1,4
small,gold,6.513232585506554,52,19,19384,2,2
small,iron,14.898054295737563,20,21,4425,0,3
small,gold,17.951601772760437,17,14,2421,0,4
small,iron,10.516144303099747,41,26,11114,2,2
big,gold,8.27004297162565,15,13,9113,0,5
big,iron,17.810259765792892,33,27,705,5,1
big,gold,12.222938515093341,32,18,5445,5,2
big,gold,17.4838390595553,31,30,12798,5,1
big,gold,6.171456910364751,55,7,13243,0,3
big,iron,8.176785983150644,23,12,16399,2,4
small,gold,5.015609684850104,42,14,15336,9,1
small,gold,11.722215268861024,25,22,7768,6,2
small,gold,18.231480487819727,11,7,18763,1,5
big,gold,14.679161314084405,22,11,8200,4,5
big,iron,5.267599986202921,24,5,9313,1,5
small,gold,5.371167103837632,10,12,2835,5,3
small,iron,15.804697521223597,35,29,9246,0,1
small,gold,6.391997671213778,60,28,18816,4,3
small,gold,8.303757613341457,22,12,5582,0,5
big,iron,15.476485909424873,33,23,19804,5,3
small,iron,8.732347724013495,11,16,14950,2,4
big,gold,12.352868648563785,18,12,4275,0,5
big,iron,10.929581462788454,49,22,19845,5,4
big,iron,10.156647183650566,9,13,16733,5,3
big,iron,8.788816203709015,42,17,7130,5,3
small,gold,11.112704574278418,58,5,17701,2,4
big,iron,7.7417954054771645,47,28,14056,0,2
big,gold,19.320203312770296,46,27,278,1,4
big,gold,9.746179220831351,9,28,15423,0,5
small,iron,15.93461254775806,4,14,17578,0,3
small,iron,9.389791445472607,9,11,16282,0,5
big,iron,8.932921914580742,50,18,9198,6,2
small,gold,12.240689196107114,5,15,12092,4,5
big,gold,15.987672885568873,8,12,15098,3,5
small,iron,5.058771472080656,39,9,8112,1,4
small,gold,7.566655180123205,3,13,7913,3,5
small,gold,16.61482435343258,55,29,11822,1,2
small,iron,10.294505305499584,42,23,343,2,2
big,iron,17.830898576007147,52,5,2009,5,1
big,gold,6.9985231665969385,42,10,17210,1,5
small,iron,17.194906133321762,15,25,19397,9,2
big,iron,14.331610152958746,38,12,8937,1,3
big,iron,7.527338111050223,20,26,3120,4,2
small,gold,5.185162181453523,57,24,2448,2,1
small,iron,18.22083752308347,29,27,4362,0,1
small,gold,9.333224153302346,37,29,7779,4,3
small,iron,8.620482202598886,1,21,11974,2,5
small,gold,7.757728706940637,8,26,5688,3,4
big,gold,10.32516139350377,41,17,10789,1,5
small,iron,12.857887680206204,57,27,13608,5,1
big,gold,12.165349880784474,13,20,1316,4,3
big,iron,17.768295404854925,57,6,11237,5,1
small,gold,7.960100311670716,49,9,11201,4,3
small,gold,16.197958426339653,43,16,14351,4,3
big,gold,18.638246065856457,31,8,13298,0,4
big,gold,5.5529693965565565,0,9,19367,6,5
big,gold,16.268221348862706,9,25,9591,5,3
big,gold,9.117197243610914,6,5,4788,0,5
small,iron,11.715389147761558,45,18,11544,2,4
small,gold,5.916113195808749,16,24,3571,1,4
small,gold,9.415213130322,49,29,2316,8,1
big,gold,6.681470345153977,45,15,13341,5,2
big,gold,8.49292790631624,52,11,17947,0,3
big,gold,5.491867063362857,53,22,11295,8,1
small,iron,19.083192118314738,6,11,19878,3,4
big,iron,18.42982407438704,40,6,11168,10,1
small,gold,14.764927308466008,28,17,12288,0,5
big,gold,9.878063255384578,46,11,12668,1,3
small,iron,19.149519705797513,3,6,11003,4,5
big,gold,19.577234295081198,26,21,5318,8,2
big,iron,16.91796582025599,58,24,14016,0,3
big,iron,15.224092677310844,0,29,10768,0,3
big,gold,9.931978296569646,28,8,17698,2,5
small,iron,18.24923728136487,18,25,2848,0,2
small,gold,12.498723393167555,46,19,3689,4,2
small,gold,14.485230623563833,25,9,12710,4,4
big,gold,7.598660781604688,15,6,9934,4,5
big,iron,5.321550484478697,35,8,8034,2,3
big,iron,19.812748154310928,12,15,8093,3,4
small,iron,14.322183626185154,31,23,13163,6,1
small,gold,15.279611804003732,29,19,3202,7,2
small,gold,5.755867092246679,60,9,9636,2,3
big,gold,11.322263021293342,37,18,8239,3,3
big,iron,9.263830506311832,56,14,11247,3,1
big,iron,17.5346872156922,16,30,17561,3,2
big,gold,12.282996196140997,2,28,833,5,2
big,gold,10.767720120231854,21,22,2274,2,4
small,iron,7.217763734626938,27,24,9559,5,1
big,iron,10.753205607647494,25,18,3624,0,4
big,gold,10.431156448144955,0,20,11167,2,5
small,gold,16.805010944493674,0,21,12831,4,5
big,iron,17.71280420875794,33,28,19450,9,1
small,iron,10.688608394645378,14,23,4249,0,4
big,gold,11.154272879570366,21,26,3402,1,5
small,gold,19.62837670636813,47,29,3468,2,2
small,gold,10.672966442479778,23,10,14914,4,4
big,iron,14.429251401603626,49,7,18476,2,5
small,gold,7.021934158396539,30,27,6237,7,3
small,iron,11.433302312824587,44,23,8800,1,2
big,iron,8.623965411008454,17,7,19748,5,4
big,iron,8.643672877642901,8,4,4285,4,4
big,iron,8.511156763559313,15,14,1001,0,3
big,iron,12.120476421305339,8,4,10124,7,4
big,iron,9.412144946404887,28,23,11219,0,4
small,gold,17.251916472916168,18,23,1342,6,2
small,iron,11.73073744853497,16,16,11537,4,2
big,iron,5.822844710698333,13,18,4657,5,2
big,gold,11.57976951252663,24,22,2736,0,5
small,iron,6.488242856052554,1,25,11398,3,4
small,iron,7.207283879740125,23,26,17231,4,3
small,gold,7.029447308704667,13,14,3632,1,4
big,iron,16.892097480697117,32,15,2943,7,1
big,iron,11.443195948629157,29,8,18470,2,5
small,iron,5.014648138076694,27,12,16131,0,3
small,gold,12.675649688058476,37,21,4892,3,1
big,iron,8.018690694810093,3,24,5840,4,4
small,iron,15.760022149661555,5,18,5727,1,4
big,gold,19.124446644216544,29,10,8734,9,2
big,gold,7.555142640611436,22,12,14150,5,3
big,iron,9.146929945162057,18,17,15675,0,3
big,gold,15.684239806021662,22,16,17322,1,3
big,iron,14.485613800775651,14,29,19873,3,3
big,iron,17.424992087556518,8,18,1652,2,4
big,iron,14.737763165490696,13,25,13146,1,4
small,gold,7.864452046789967,57,9,11139,3,1
big,iron,17.530343882931327,7,10,17907,5,1
small,iron,7.412117955426062,60,23,14672,1,2
small,iron,6.257328978043979,41,14,16594,2,4
small,iron,19.092605050472574,6,20,17301,4,3
small,gold,13.757006999232095,48,14,16136,3,4
small,iron,9.967333995220033,16,5,1752,4,4
small,gold,8.8456377937737,29,13,12426,7,5
big,gold,6.270568353592606,0,17,19896,8,5
small,gold,13.399439449116516,1,19,9261,4,4
small,gold,18.054474653206345,48,11,1982,3,2
small,gold,15.198858174919923,35,16,943,2,1
big,iron,16.43027677367241,25,27,16064,2,3
big,gold,13.976354007963737,57,17,17058,1,2
small,gold,5.148266048888269,59,16,2955,2,3
small,iron,11.6763817794113,58,12,19175,3,1
big,iron,5.536828538257918,30,7,12344,4,4
big,iron,6.219543077645231,50,29,6529,4,1
small,gold,7.635671147473033,4,21,6804,2,5
big,iron,18.340671780522904,44,8,4656,4,2
small,iron,8.226813455216737,50,11,6804,2,3
small,iron,11.776447492520395,0,27,2261,2,1
small,iron,18.147177070940227,47,29,7406,0,1
small,iron,15.171760734547236,54,18,3100,1,1
big,gold,6.989738881861534,12,4,14389,4,5
small,iron,11.935089147526826,56,26,14468,1,1
big,gold,16.56405451293878,11,7,7758,0,5
small,iron,11.658274789730298,57,21,19918,1,4
big,gold,8.261376855264126,56,30,18671,10,2
small,iron,14.652661008373649,29,4,15309,0,4
small,gold,11.113319900128886,60,29,3986,0,2
big,iron,12.706359455824636,32,5,9672,2,4
big,gold,6.8746244154280784,43,5,100,2,5
big,gold,18.575663126981745,27,19,1044,5,2
big,gold,18.815570553668806,10,14,3509,1,5
small,gold,9.548646558352317,19,10,13808,2,5
small,gold,9.389152354876256,12,29,19183,1,5
big,iron,7.559028123605962,11,14,417,1,4
big,iron,13.787480314643304,40,11,12822,1,2
big,gold,7.98581547248025,4,24,9225,1,5
big,iron,14.217364659501929,5,27,12292,4,3
small,iron,19.18601555224699,56,21,8489,4,1
big,gold,7.7126361219821185,12,18,19552,1,5
small,iron,8.38857694966445,36,15,4906,2,2
big,iron,6.367861876925426,0,25,9067,1,5
big,iron,9.72384353899214,45,21,14013,5,2
small,gold,18.224259789932184,33,21,6256,0,3
small,iron,5.239277496041004,1,30,19732,4,4
small,iron,14.544139083253077,37,25,202,1,1
small,gold,10.76037035679041,9,24,12488,2,5
small,gold,9.763184007719394,59,13,5581,5,1
big,iron,7.582956067629262,30,24,2295,5,1
small,iron,17.490943884671065,5,30,9548,2,3
big,gold,17.34183916532884,29,22,11931,4,5
small,gold,5.613634412276821,55,14,31,8,1
big,iron,13.648549840816775,48,4,12659,0,3
small,gold,11.224379715842446,18,5,17221,2,5
big,gold,5.093621107637948,31,12,151,4,2
big,iron,9.580053118890714,53,24,10938,2,4
big,iron,7.820297523119975,24,6,19281,2,5
big,gold,16.45173255715342,41,9,17584,4,3
small,gold,11.70971162536855,28,13,9452,10,2
big,gold,16.9700727486162,20,6,14183,0,5
small,iron,19.53227107090499,8,19,6190,5,2
big,gold,11.020737917237064,53,22,12528,5,2
big,iron,13.331052803712867,33,4,2786,2,5
small,gold,19.59335810198759,36,25,14213,2,5
small,gold,7.49413628184868,1,7,9303,0,5
small,gold,5.8126234881853795,39,21,14799,2,5
big,iron,12.044255138458402,12,5,16192,2,3
big,iron,12.318044441327562,54,10,8016,5,1
small,iron,18.935361777737107,40,21,5871,0,2
big,gold,11.834500564050535,27,9,14349,3,3
small,iron,11.6596464434953,23,23,7695,2,5
small,iron,12.471746638697091,6,12,17342,5,4
big,iron,11.684298606614727,43,27,9377,4,1
big,gold,18.481485370851434,4,22,15029,5,5
big,iron,14.267068672864795,58,13,18942,1,4
small,gold,16.944513528401995,19,5,13494,1,5
big,gold,7.3193425848657485,55,24,11883,6,2
big,gold,18.139639135101365,52,27,16703,2,1
small,gold,19.550696294333388,28,16,16282,0,4
big,gold,19.353191962292424,57,30,4199,8,1
small,gold,19.741609779601347,41,14,7931,1,3
small,iron,15.459964152941847,34,27,6483,1,1
big,iron,15.072571003153362,15,7,16303,5,3
big,iron,6.010082853410922,34,15,11530,4,3
small,gold,9.243811136945014,37,23,2391,7,4
small,iron,16.80577481652096,15,18,4069,0,1
big,gold,10.416480929244855,34,18,5892,1,2
small,iron,14.307798028829101,53,17,13891,1,1
small,gold,13.797331530197468,29,6,11958,3,5
small,iron,13.710675512764496,23,20,15081,3,2
big,gold,10.55650286820124,36,4,8616,2,4
big,gold,18.272333812139586,29,27,515,4,4
big,gold,8.73432693547614,40,14,6201,4,4
big,gold,16.555529819472696,58,27,13202,8,1
small,iron,5.380669980225676,44,13,6428,0,2
big,gold,17.576095635566688,48,12,609,3,2
big,gold,16.371761619324243,13,21,16085,1,4
big,iron,19.684247981739222,46,6,945,1,3
big,gold,6.811663413325192,3,17,14297,5,4
small,iron,17.05413287288628,27,19,2980,2,1
small,iron,9.635377750532381,11,11,15544,8,2
big,iron,8.718949324323336,8,5,4585,1,5
small,gold,8.075529520933094,59,26,11418,5,1
small,iron,15.776422462737573,21,22,17268,1,3
small,gold,19.136874886036537,32,24,3802,1,2
big,gold,14.782539389139604,26,23,11148,1,5
big,gold,8.987132333212069,43,28,16163,1,4
small,gold,10.997465184251753,48,22,1100,6,1
big,iron,8.615338755553626,2,7,8714,0,4
big,iron,6.046812619637195,46,10,19229,1,5
big,gold,16.509866305985163,40,21,16341,4,3
big,gold,6.566993860375747,56,24,9338,0,2
